Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
US,37.23104908,-121.6970462,72215,680,0,71544,3746.345674,0.941515286
US,37.05580291,-122.0066524,9531,84,0,9481,3500.931508,0.878201777
US,40.76391419,-122.0396884,8866,112,0,8817,4936.139494,0.809989875
US,39.57713498,-120.5200701,32,0,0,34,1131.447587,0
US,41.59198861,-122.5407434,1064,3,0,1077,2480.534693,0.277777778
US,38.26827353,-121.9357113,19582,97,0,19496,4376.925362,0.495074772
US,38.52746429,-122.8862506,19624,189,0,19440,3970.781007,0.962861073
US,37.55862499,-120.9970722,38472,642,0,38039,7008.317292,1.432939469
US,39.03417539,-121.6945899,6600,52,0,6551,6809.252251,0.787520824
US,40.12570935,-122.2370171,3397,9,0,3407,5248.601807,0.263466042
US,40.6491767,-123.114713,301,2,0,285,2336.182336,0.696864111
US,36.22026558,-118.8020203,38046,454,0,37878,8222.310407,1.184389022
US,38.02644018,-119.9525093,2927,13,0,2910,5365.46863,0.444748546
US,,,0,0,0,0,,
US,34.44465746,-119.0910613,43779,253,0,43621,5186.015229,0.57665132
US,38.68278902,-121.9018288,8530,120,0,8419,3872.562358,1.405316782
US,39.26255932,-121.3535644,3884,19,0,3867,4939.746784,0.488934637
US,39.87432092,-104.3362578,42940,575,0,39783,7789.401667,1.292675665
US,37.57250606,-105.7885451,1036,29,0,924,5839.955646,2.53164557
US,39.64977461,-104.3353617,41266,607,0,37772,5838.346609,1.46606146
US,37.19474156,-107.0476867,529,1,0,487,3471.380711,0
US,37.31940883,-102.5603223,208,2,0,193,5417.481151,0.515463918
US,37.95474293,-103.0720195,1164,20,0,1114,20190.06634,1.065719361
US,40.09313619,-105.3546767,15667,195,0,14555,4515.383389,1.181342929
US,39.95998787,-105.0566324,3104,68,0,2770,4026.112254,2.36164963
US,38.74745778,-106.1926573,1148,21,0,1051,5266.260562,1.958955224
US,38.82777431,-102.6032558,100,6,0,84,4860.731841,5.617977528
US,39.68864463,-105.6463118,319,2,0,280,2907.216495,0.709219858
US,37.201606,-106.1917488,362,4,0,315,3875.685558,0.943396226
US,37.27732493,-105.4276548,159,2,0,161,4193.465397,1.226993865
US,38.32608609,-103.7844965,1671,14,0,1648,27388.21977,0.722891566
US,38.10883162,-105.3683478,163,2,0,148,2920.284136,0
US,38.86246243,-107.8631342,1799,40,0,1585,5166.549002,1.552795031
US,39.76018276,-104.8725695,51643,726,0,47354,6603.722991,1.393082481
US,37.75208676,-108.5211585,56,0,0,52,2530.413625,0
US,39.33133796,-104.930001,17595,210,0,15588,4494.609203,1.235506558
US,39.62754308,-106.6933637,3576,16,0,3376,6153.064741,0.471698113
US,38.83240149,-104.5251411,44440,688,0,40989,5768.437944,1.36442391
US,39.28656773,-104.1358721,1097,12,0,986,3726.289798,1.004016064
US,38.47362326,-105.4399667,4819,30,0,4661,9784.903531,0.427259133
US,39.59921777,-107.902708,4211,38,0,3887,6520.037961,0.740551583
US,39.85646523,-105.5252597,140,3,0,124,2002.242512,0.8
US,40.10603347,-106.1178042,706,4,0,667,4264.649803,0.596125186
US,38.66611652,-107.0320729,813,6,0,708,4088.878708,0.840336134
US,37.82247444,-107.3004345,19,0,0,14,1707.317073,0
US,37.68473101,-104.9612585,280,16,0,258,4001.739887,6.52173913
US,40.6659387,-106.3408905,41,0,0,33,2370.689655,0
US,39.58635604,-105.2517692,31701,655,0,29159,5108.418356,2.072138635
US,38.43260896,-102.7392145,78,2,0,73,5334.28165,2.666666667
US,39.30497777,-102.6022199,462,10,0,429,6171.621812,2.054794521
US,37.28632032,-107.8429014,2385,32,0,2217,3993.169812,1.247216036
US,39.20278823,-106.3555697,449,0,0,433,5327.919281,0
US,40.66671597,-105.4625784,16319,179,0,15085,4267.874104,0.965073529
US,37.3153406,-104.0376458,716,9,0,506,3529.573969,1.171875
US,38.98749519,-103.5136649,805,3,0,780,13734.43256,0.383141762
US,40.7249637,-103.110817,3415,59,0,3194,14498.63894,1.692828563
US,39.01787888,-108.469799,9853,159,0,9100,5991.180857,1.504491828
US,37.66954283,-106.9281698,45,1,0,43,5721.716515,2.272727273
US,40.61810999,-108.2070876,621,22,0,523,4087.931943,3.683241252
US,37.33859579,-108.5958857,1356,18,0,1226,4743.535882,1.288244767
US,38.40214114,-108.2639022,2487,39,0,2103,4990.8789,1.45267104
US,40.2627981,-103.8093302,2220,88,0,2054,7348.286776,3.838951311
US,37.9014485,-103.7173385,1704,55,0,1609,9016.303753,2.366504854
US,38.14717457,-107.7675136,165,3,0,152,3130.048465,1.935483871
US,,,0,0,0,0,,
US,39.120926,-105.7182065,432,5,0,379,2037.675776,1.302083333
US,40.59414277,-102.3577703,313,12,0,278,6705.744431,2.797202797
US,39.21720112,-106.9310027,1273,4,0,1041,5881.690775,0.38277512
US,37.95544985,-102.3926052,1039,20,0,987,8273.085771,1.986097319
US,38.17359144,-104.5127437,14507,346,0,13015,7913.361516,2.348439376
US,39.97913541,-108.2179009,306,3,0,266,4253.636939,1.115241636
US,37.5836865,-106.3847838,522,9,0,386,3488.062483,1.781170483
US,40.48596505,-106.9905548,1111,19,0,1040,4126.686949,1.701323251
US,38.08054629,-106.282466,280,4,0,252,3751.465416,1.5625
US,37.76248981,-107.6763289,29,0,0,27,3708.791209,0
US,38.00450883,-108.4020725,439,0,0,394,4817.214818,0
US,40.87595412,-102.3519227,157,2,0,132,5960.854093,1.492537313
US,39.63803232,-106.1150762,2188,5,0,2138,6910.45113,0.233317779
US,38.88133511,-105.1614893,1067,12,0,985,3915.235544,0.905432596
US,,,30,0,0,27,,0
US,39.97015535,-103.202587,370,11,0,336,7070.08965,3.170028818
US,40.55499405,-104.3929621,21820,297,0,19813,6194.297548,1.427860697
US,40.00346839,-102.4258673,703,15,0,539,5509.531889,2.355072464
US,41.26809896,-73.3881171,56288,1720,0,54568,5966.934229,3.055713474
US,41.80283011,-72.73103891,46680,1852,0,44828,5234.827076,3.967437875
US,41.7937534,-73.2451475,7476,225,0,7251,4145.663855,3.009630819
US,41.45949668,-72.53714864,6566,237,0,6329,4042.207392,3.609503503
US,41.4080325,-72.93620426,47375,1529,0,45846,5542.510912,3.227440633
US,41.48896435,-72.10430976,10618,245,0,10373,4003.680158,2.307402524
US,41.85853803,-72.3308481,4900,109,0,4791,3251.040001,2.224489796
US,,,665,0,0,665,,0
US,41.82972709,-71.98182316,5140,78,0,5062,4401.363224,1.517509728
US,39.08646628,-75.56884914,9329,200,0,9129,5160.244709,2.143852503
US,39.57992638,-75.64054974,33433,541,0,32892,5983.502549,1.618161697
US,38.66143781,-75.39031349,15166,324,0,14842,6474.970648,2.136357642
US,,,136,0,0,136,,0
US,,,49,0,0,49,,0
US,38.90417773,-77.01655992,29252,788,0,28464,4144.816358,2.6938329
US,29.67866525,-82.35928158,15866,129,0,15737,5897.198589,0.813059372
US,30.33060121,-82.28467476,2470,36,0,2434,8456.008216,1.457489879
US,30.26548745,-85.62122584,11907,209,0,11698,6815.488967,1.755270009
US,29.95079741,-82.16611613,2180,23,0,2157,7730.222333,1.055045872
US,28.29409504,-80.73091022,21034,523,0,20511,3494.356599,2.486450509
US,26.15184651,-80.48725556,137610,1847,0,135763,7046.883978,1.342198968
US,30.40666734,-85.19394153,1233,28,0,1205,8741.581,2.270884023
US,26.90131002,-81.92949121,7410,231,0,7179,3922.502779,3.117408907
US,28.84804315,-82.47614748,6663,266,0,6397,4452.180653,3.992195708
US,29.98319144,-81.85609986,11261,186,0,11075,5136.099101,1.65171832
US,26.11091986,-81.34687065,22506,332,0,22174,5847.202665,1.475162179
US,30.22509788,-82.62160164,6007,117,0,5890,8379.599922,1.947727651
US,27.18677893,-81.80941373,2898,56,0,2842,7626.115102,1.93236715
US,29.60631086,-83.15724673,1115,11,0,1104,6626.649233,0.986547085
US,30.33225875,-81.66976468,61321,725,0,60596,6402.576859,1.182302963
US,30.67652764,-87.37284571,22349,373,0,21976,7021.010568,1.668978478
US,29.45933576,-81.31508595,3724,48,0,3676,3235.981613,1.288936627
US,29.83791238,-84.82731662,900,4,0,896,7422.680412,0.444444444
US,30.57796289,-84.61915825,3988,59,0,3929,8734.12177,1.479438315
US,29.72856978,-82.79880657,1014,23,0,991,5456.893768,2.268244576
US,26.95635849,-81.18996211,769,11,0,758,5568.025487,1.430429129
US,29.93543004,-85.2427099,1333,27,0,1306,9773.443801,2.025506377
US,30.49673973,-82.94998918,1277,15,0,1262,8850.845578,1.174628034
US,27.49293939,-81.80956574,2110,20,0,2090,7833.09203,0.947867299
US,26.55386945,-81.16469006,3291,49,0,3242,7831.612013,1.488909146
US,28.55364461,-82.42700204,7336,278,0,7058,3783.0033,3.78953108
US,27.34254618,-81.34071957,4975,204,0,4771,4683.631297,4.100502513
US,27.9276559,-82.32013172,77118,1071,0,76047,5239.108459,1.388780829
US,30.86747479,-85.81319222,1683,25,0,1658,8579.29347,1.485442662
US,27.69308961,-80.60556721,6875,159,0,6716,4298.943867,2.312727273
US,30.7954597,-85.21500423,4649,118,0,4531,10016.37437,2.538180254
US,30.43669112,-83.89442308,994,16,0,978,6977.397164,1.609657948
US,29.98484137,-83.18166636,1422,22,0,1400,16884.35051,1.547116737
US,28.76202069,-81.7125123,15559,295,0,15264,4238.146863,1.896008741
US,26.58410348,-81.88399313,40635,672,0,39963,5273.321161,1.65374677
US,30.45955727,-84.27491114,19574,175,0,19399,6667.302491,0.894043118
US,29.31829741,-82.74007147,1851,19,0,1832,4459.91856,1.026472177
US,30.23766008,-84.8829258,750,14,0,736,8977.735217,1.866666667
US,30.44396917,-83.47398594,1540,33,0,1507,8327.475261,2.142857143
US,27.47196942,-82.31831044,22332,433,0,21899,5537.96252,1.938921727
US,29.21227113,-82.05803627,17799,463,0,17336,4868.715107,2.601269734
US,27.0772071,-80.43109784,7839,210,0,7629,4868.944099,2.678913127
US,25.6112362,-80.55170587,298873,4188,0,294685,11000.35334,1.401264082
US,25.20904673,-81.07812416,4226,35,0,4191,5693.269386,0.828206342
US,30.61037141,-81.80297522,4775,66,0,4709,5387.87024,1.382198953
US,30.69143028,-86.59267105,12857,231,0,12626,6100.940504,1.79668663
US,27.3863362,-80.88944347,2430,51,0,2379,5762.663631,2.098765432
US,28.51367621,-81.31799498,76458,749,0,75709,5486.948958,0.979622799
US,28.06312234,-81.14882926,25344,288,0,25056,6744.892229,1.136363636
US,26.64676272,-80.46536002,82890,1895,0,80995,5537.924998,2.286162384
US,28.30810945,-82.40227529,21932,376,0,21556,3959.223536,1.714389933
US,27.93130349,-82.72239666,44975,1049,0,43926,4612.839437,2.332406893
US,27.95027105,-81.69732947,37403,790,0,36613,5160.621819,2.112130043
US,29.60779729,-81.74230285,3990,72,0,3918,5354.195462,1.804511278
US,30.6934145,-87.02458128,11180,128,0,11052,6065.768557,1.14490161
US,27.18546175,-82.33174248,18607,509,0,18098,4289.877393,2.735529639
US,28.7158582,-81.24060348,18083,314,0,17769,3832.556917,1.736437538
US,29.90096506,-81.43589967,13072,113,0,12959,4938.943296,0.864443084
US,27.37763908,-80.47106649,14278,405,0,13873,4349.110714,2.836531727
US,28.70181754,-82.0794267,5085,120,0,4965,3840.054372,2.359882006
US,30.19746066,-82.9909967,4015,97,0,3918,9039.331787,2.415940224
US,30.04848048,-83.60445406,1967,25,0,1942,9119.569753,1.270971022
US,,,3010,0,0,3010,,0
US,30.04412971,-82.37497443,1439,65,0,1374,9444.116296,4.517025712
US,29.05858895,-81.18263252,22291,449,0,21842,4028.853175,2.014265847
US,30.16548905,-84.39895211,2106,25,0,2081,6242.034441,1.18708452
US,30.64204028,-86.16935664,4891,48,0,4843,6603.12403,0.981394398
US,30.61359259,-85.66002461,1971,30,0,1941,7737.604522,1.522070015
US,31.74847232,-82.28909114,1688,44,0,1644,9180.89851,2.606635071
US,31.29633502,-82.87545866,778,9,0,769,9528.475199,1.156812339
US,31.55456473,-82.45936528,1020,25,0,995,9136.510211,2.450980392
US,31.32669878,-84.44218806,166,6,0,160,5464.121132,3.614457831
US,33.06882326,-83.24701748,3244,75,0,3169,7226.553798,2.311960543
US,34.35607081,-83.49644388,1245,20,0,1225,6472.912551,1.606425703
US,33.99148694,-83.71436292,5433,67,0,5366,6526.910139,1.233204491
US,34.23732119,-84.83887523,8062,130,0,7932,7482.967941,1.612503101
US,31.76095874,-83.22145359,1492,44,0,1448,8934.131737,2.949061662
US,31.27590016,-83.2252992,1145,31,0,1114,5902.974687,2.707423581
US,32.80904227,-83.70489165,10250,261,0,9989,6692.391567,2.546341463
US,32.43829035,-83.33035166,1016,35,0,981,7892.488153,3.44488189
US,31.19576557,-81.97743999,1054,20,0,1034,5515.725574,1.897533207
US,30.83922642,-83.58303423,1000,31,0,969,6469.560717,3.1
US,32.00979311,-81.44002948,1963,21,0,1942,4953.693189,1.069791136
US,32.39577406,-81.74811421,4454,57,0,4397,5594.915084,1.279748541
US,33.05917989,-81.99928721,1588,20,0,1568,7094.670062,1.259445844
US,33.2830945,-83.9543504,1732,48,0,1684,6945.7812,2.771362587
US,31.53169785,-84.62725131,371,11,0,360,5994.506382,2.964959569
US,30.92951916,-81.66601818,2515,22,0,2493,4600.665862,0.874751491
US,32.40209349,-82.07702563,690,37,0,653,6387.11469,5.362318841
US,33.58138199,-85.07976677,7675,126,0,7549,6396.259751,1.641693811
US,34.89872298,-85.13757014,3470,39,0,3431,5134.655223,1.123919308
US,30.78371028,-82.13951596,1028,19,0,1009,7676.224612,1.848249027
US,32.00043026,-81.12489526,13710,239,0,13471,4736.896659,1.7432531
US,32.34341231,-84.78809239,2208,3,0,2205,20243.88008,0.135869565
US,34.47197698,-85.34535662,1829,47,0,1782,7378.272621,2.569710224
US,34.24393976,-84.47431861,16869,132,0,16737,6518.840837,0.782500445
US,33.95436462,-83.37124007,10184,66,0,10118,7935.728702,0.648075412
US,31.62221166,-84.97713865,179,3,0,176,6316.160903,1.675977654
US,33.54187245,-84.35594188,14623,234,0,14389,5003.490091,1.600218833
US,30.91395822,-82.70432472,652,14,0,638,9851.919009,2.147239264
US,33.94243204,-84.5761255,45028,577,0,44451,5923.637851,1.281424891
US,31.54892966,-82.8549206,4126,93,0,4033,9534.813856,2.253999031
US,31.18810588,-83.7677946,3179,53,0,3126,6971.491228,1.667190941
US,33.54534185,-82.263524,10236,100,0,10136,6531.643631,0.976944119
US,31.16068491,-83.42947229,1289,25,0,1264,7463.810075,1.939487975
US,33.35334302,-84.76129976,8453,84,0,8369,5691.910928,0.993730037
US,32.71391813,-83.98061238,429,8,0,421,3458.561754,1.864801865
US,31.92289565,-83.76811843,1395,39,0,1356,6235.472913,2.795698925
US,34.8549167,-85.50490424,811,8,0,803,5032.266071,0.986436498
US,34.44244079,-84.16964071,1829,16,0,1813,7005.515551,0.87479497
US,33.76944049,-84.22396017,38737,532,0,38205,5101.69275,1.373363967
US,30.87967778,-84.57619536,2029,51,0,1978,7684.441751,2.513553475
US,32.17265114,-83.16948926,1457,63,0,1394,7071.099248,4.323953329
US,32.15630737,-83.79746561,680,25,0,655,5078.416729,3.676470588
US,31.53328528,-84.21722377,4829,213,0,4616,5490.245123,4.410851108
US,33.70291126,-84.77026156,8425,109,0,8316,5757.022885,1.293768546
US,31.32155345,-84.90255207,811,41,0,770,7958.783121,5.055487053
US,30.71101099,-82.89687287,376,3,0,373,9385.921118,0.79787234
US,32.36616021,-81.34280942,2701,35,0,2666,4200.883414,1.295816364
US,34.11302332,-82.83936148,1651,33,0,1618,8601.646348,1.998788613
US,32.59221302,-82.30239915,1880,53,0,1827,8301.686832,2.819148936
US,32.15328841,-81.8870105,667,13,0,654,6260.559414,1.949025487
US,34.86430205,-84.316964,1376,43,0,1333,5254.314953,3.125
US,33.41357794,-84.49089434,4920,77,0,4843,4299.909982,1.56504065
US,34.26268279,-85.21577392,7828,128,0,7700,7947.36949,1.635155851
US,34.22604035,-84.1231513,11006,81,0,10925,4506.001998,0.735962202
US,34.37525597,-83.23159927,1832,26,0,1806,7846.160435,1.419213974
US,33.79216944,-84.46319413,57724,790,0,56934,5425.509217,1.368581526
US,34.69316688,-84.45802506,1846,38,0,1808,5884.790717,2.058504875
US,33.22879932,-82.61297636,179,4,0,175,6024.907439,2.234636872
US,31.23279254,-81.53811412,5297,135,0,5162,6210.430052,2.548612422
US,34.50487351,-84.87296253,4943,66,0,4877,8527.853976,1.335221525
US,30.87454847,-84.23418364,1333,32,0,1301,5411.439938,2.40060015
US,33.5769205,-83.17139104,1144,28,0,1116,6243.178345,2.447552448
US,33.96044201,-84.02137802,58565,604,0,57961,6255.273698,1.031332707
US,34.63331566,-83.53094677,3729,93,0,3636,8226.703142,2.493966211
US,34.32207823,-83.81896936,18627,235,0,18392,9111.186112,1.261609492
US,33.2721566,-82.99766919,680,48,0,632,8040.676363,7.058823529
US,33.79602175,-85.21005667,1884,38,0,1846,6323.845328,2.016985138
US,32.73709786,-84.90538572,1482,29,0,1453,4205.925758,1.956815115
US,34.34626973,-82.96567682,1556,33,0,1523,5937.79813,2.120822622
US,33.29686567,-85.12886832,589,11,0,578,4940.031871,1.867572156
US,33.4533428,-84.1481466,13699,159,0,13540,5840.271827,1.160668662
US,32.45802497,-83.66879087,8216,130,0,8086,5204.512774,1.582278481
US,31.60213036,-83.27501387,666,17,0,649,7073.06712,2.552552553
US,34.13794553,-83.56814788,5735,73,0,5662,7858.640394,1.272885789
US,33.31535543,-83.68844964,845,9,0,836,5942.752655,1.065088757
US,31.80405727,-82.6372487,1254,35,0,1219,8296.39431,2.791068581
US,33.05867328,-82.41609057,1319,40,0,1279,8586.121599,3.032600455
US,32.79248718,-81.96040187,567,34,0,533,6535.26971,5.996472663
US,32.70211082,-82.66166794,744,34,0,710,7715.441253,4.569892473
US,33.02512137,-83.56019163,1185,24,0,1161,4123.890726,2.025316456
US,33.07841647,-84.14263877,1197,32,0,1165,6274.571474,2.673350042
US,31.0382857,-83.06472457,532,10,0,522,5104.096709,1.879699248
US,32.46325233,-82.92221316,3814,122,0,3692,8021.705296,3.198741479
US,31.7793306,-84.14324253,1567,33,0,1534,5224.726594,2.105934907
US,31.82588896,-81.49251135,1948,31,0,1917,3170.83096,1.59137577
US,33.79201475,-82.45024131,439,11,0,428,5542.229516,2.505694761
US,31.75218791,-81.74952375,514,5,0,509,2627.946214,0.972762646
US,30.83568832,-83.27056716,8766,136,0,8630,7466.398651,1.551448779
US,34.57286511,-84.00425681,1977,23,0,1954,5882.177923,1.163378857
US,32.35207048,-84.04234127,469,16,0,453,3622.460802,3.411513859
US,34.12920917,-83.21218732,1878,24,0,1854,6285.140562,1.277955272
US,32.3483402,-84.52733571,314,10,0,304,3756.430195,3.184713376
US,33.47851918,-82.48252774,1369,26,0,1343,6423.611111,1.899196494
US,31.49683595,-81.40163426,513,10,0,503,3567.951036,1.949317739
US,33.04163534,-84.68859732,1119,20,0,1099,5286.530921,1.787310098
US,31.16568912,-84.73151117,551,3,0,548,9636.236446,0.54446461
US,31.22483255,-84.19381821,1380,52,0,1328,6312.03403,3.768115942
US,33.014289,-83.92097166,1622,64,0,1558,5881.499746,3.945745993
US,32.17201038,-82.53527476,626,10,0,616,6825.11993,1.597444089
US,33.59232073,-83.49129491,1170,10,0,1160,6069.724009,0.854700855
US,34.78897608,-84.74993177,3058,42,0,3016,7626.69593,1.373446697
US,32.50931999,-84.87142262,9888,209,0,9679,5050.850748,2.113673139
US,33.55514538,-83.8454714,6009,127,0,5882,5377.469931,2.113496422
US,33.83749973,-83.43679568,2369,42,0,2327,5881.330685,1.772899958
US,33.8786296,-83.08278123,900,14,0,886,5898.158464,1.555555556
US,,,24826,348,0,24478,,1.401756223
US,33.91969522,-84.86848792,8712,111,0,8601,5165.207183,1.274104683
US,32.56934316,-83.82937,1554,33,0,1521,5641.472446,2.123552124
US,34.46589159,-84.46406611,1878,20,0,1858,5762.327023,1.064962726
US,31.35928155,-82.21598442,1672,33,0,1639,8589.776522,1.973684211
US,33.09310242,-84.38790389,1351,21,0,1330,7124.775868,1.554404145
US,34.00267074,-85.18677781,3483,46,0,3437,8173.562059,1.320700546
US,32.23334561,-83.4754996,600,30,0,570,5387.447248,5
US,33.32056115,-83.37552891,1374,31,0,1343,6211.854062,2.256186317
US,31.86728114,-85.01773177,100,1,0,99,4349.717268,1
US,34.88389445,-83.40304637,1151,17,0,1134,6716.461458,1.476976542
US,31.76622818,-84.75732369,426,31,0,395,6285.039835,7.276995305
US,33.35777107,-82.07026432,15042,253,0,14789,7427.487927,1.681957187
US,33.65145002,-84.02202167,4065,81,0,3984,4472.143989,1.992619926
US,32.2654021,-84.31258912,235,2,0,233,4470.230169,0.85106383
US,32.74976524,-81.60779441,595,15,0,580,4260.346556,2.521008403
US,30.93464824,-84.86823924,683,12,0,671,8442.521632,1.756954612
US,33.26310031,-84.28013991,3762,98,0,3664,5639.92624,2.604997342
US,34.55151201,-83.29405315,2266,50,0,2216,8740.597878,2.206531333
US,32.07996777,-84.83208037,685,17,0,668,10345.8692,2.481751825
US,32.03650571,-84.19821492,1737,74,0,1663,5883.34914,4.260218768
US,32.69642758,-84.53351366,295,9,0,286,4761.904762,3.050847458
US,33.56543317,-82.88136816,55,0,0,55,3578.39948,0
US,32.04785085,-82.05539188,1520,36,0,1484,6011.231512,2.368421053
US,32.55792548,-84.25077141,541,14,0,527,6745.63591,2.58780037
US,31.92829517,-82.93491155,819,39,0,780,5163.934426,4.761904762
US,31.77527543,-84.44069698,576,35,0,541,6751.846208,6.076388889
US,30.86392347,-83.91847289,2844,85,0,2759,6398.056287,2.988748242
US,31.45743864,-83.5236119,3654,81,0,3573,8990.256864,2.216748768
US,32.12059861,-82.32957247,2371,70,0,2301,8837.122624,2.952340784
US,34.91369188,-83.7410746,813,37,0,776,6754.174628,4.55104551
US,32.40422134,-82.56904553,510,15,0,495,7390.2333,2.941176471
US,33.03349196,-85.02812115,5051,128,0,4923,7223.763622,2.534151653
US,31.71612656,-83.62069378,669,25,0,644,8378.209142,3.736920777
US,32.67435595,-83.43078662,424,19,0,405,5221.674877,4.481132075
US,,,3676,6,0,3670,,0.163220892
US,34.82995757,-83.98967069,1465,42,0,1423,5976.908327,2.866894198
US,32.87920671,-84.30024826,2258,82,0,2176,8579.027356,3.631532329
US,34.73376362,-85.30165174,4154,59,0,4095,5954.616476,1.420317766
US,33.78017694,-83.73552314,5729,92,0,5637,6056.473523,1.605864898
US,31.05449097,-82.42224148,3293,83,0,3210,9215.313147,2.520498026
US,33.41146451,-82.67795848,286,9,0,277,5443.471641,3.146853147
US,32.96711864,-82.79357039,1402,46,0,1356,6881.319329,3.281027104
US,31.5521809,-81.91894878,2146,49,0,2097,7170.782237,2.283317801
US,32.04066113,-84.54742852,89,2,0,87,3413.885692,2.247191011
US,32.12009104,-82.72574721,490,19,0,471,6238.064927,3.87755102
US,34.64624278,-83.74905525,2173,37,0,2136,7055.652964,1.70271514
US,34.80987459,-84.96093476,11947,126,0,11821,11418.54953,1.054658073
US,31.97496928,-83.43438555,591,35,0,556,6844.238564,5.922165821
US,33.78290391,-82.74286107,639,10,0,629,6535.747162,1.564945227
US,32.80291082,-83.17140684,640,18,0,622,7147.643511,2.8125
US,31.55162306,-83.85090513,1162,40,0,1122,5739.121845,3.442340792
US,,,103,3,0,100,,2.912621359
US,13.4443,144.7937,7326,122,0,7204,4460.844309,1.665301665
US,19.60121157,-155.5210167,1922,45,0,1877,953.7846194,2.341311134
US,21.45803166,-157.9712182,18235,224,0,18011,1871.095045,1.22840691
US,22.03935037,-159.5966786,147,1,0,146,203.3391891,0.680272109
US,20.86399628,-156.5689097,1432,17,0,1415,855.3492178,1.187150838
US,,,661,2,0,659,,0.302571861
US,,,0,0,0,0,,
US,43.4526575,-116.2415516,38262,355,0,37907,7944.981904,0.927813496
US,44.89333571,-116.4545247,260,3,0,257,6054.96041,1.153846154
US,42.67002716,-112.2233311,6440,63,0,6377,7334.183673,0.97826087
US,42.28269683,-111.3289238,274,2,0,272,4473.469388,0.729927007
US,47.21754179,-116.6586851,433,4,0,429,4656.915466,0.923787529
US,43.2167288,-112.3978437,3649,46,0,3603,7795.176347,1.260619348
US,43.4085812,-113.9752658,1562,13,0,1549,6785.109248,0.832266325
US,43.98829931,-115.7309284,240,2,0,238,3064.742689,0.833333333
US,48.29996017,-116.6017932,1960,13,0,1947,4285.183323,0.663265306
US,43.38713372,-111.6161537,10383,117,0,10266,8720.666543,1.126841953
US,48.76684761,-116.4630179,568,7,0,561,4638.628011,1.232394366
US,43.72592209,-113.1735463,162,0,0,162,6237.966885,0
US,43.46665742,-114.8065892,56,0,0,56,5063.291139,0
US,43.61970148,-116.7095499,20597,219,0,20378,8961.100549,1.06326164
US,42.77149116,-111.5597683,534,10,0,524,7463.312369,1.872659176
US,42.28347888,-113.6012409,2537,20,0,2517,10557.63629,0.788332676
US,44.28496071,-112.3505704,53,0,0,53,6272.189349,0
US,46.67459924,-115.6622393,828,6,0,822,9456.372773,0.724637681
US,44.24186819,-114.2855494,203,2,0,201,4704.519119,0.985221675
US,43.3507101,-115.4701578,1347,9,0,1338,4896.223329,0.668151448
US,42.18332217,-111.8149666,916,8,0,908,6601.326031,0.873362445
US,44.22800938,-111.4809943,871,14,0,857,6649.362547,1.607347876
US,44.06482372,-116.398376,1416,21,0,1395,7818.021201,1.483050847
US,42.96927962,-114.8108306,1147,18,0,1129,7556.492523,1.569311247
US,45.84721541,-115.4634436,1024,15,0,1009,6143.877122,1.46484375
US,43.82078483,-112.3131749,2067,15,0,2052,6919.754946,0.725689405
US,42.68891267,-114.2655033,2217,16,0,2201,9081.599214,0.721695986
US,47.67282258,-116.7020872,12612,116,0,12496,7611.483612,0.91975896
US,46.81587887,-116.7113698,2154,6,0,2148,5370.499651,0.278551532
US,44.9438088,-113.9309747,462,9,0,453,5755.574935,1.948051948
US,46.23315327,-116.434146,342,5,0,337,8910.891089,1.461988304
US,43.0012336,-114.1358773,434,9,0,425,8087.961237,2.073732719
US,43.78141028,-111.6538474,5248,18,0,5230,13150.57509,0.342987805
US,42.85518524,-113.6357257,2062,23,0,2039,9800.846048,1.11542192
US,46.32638236,-116.7500975,3027,44,0,2983,7491.090873,1.453584407
US,42.1949428,-112.5407838,250,2,0,248,5517.545796,0.8
US,42.58016894,-116.1693871,886,20,0,866,7493.867885,2.257336343
US,44.00545243,-116.7647695,2062,24,0,2038,8609.243873,1.163918526
US,42.69254894,-112.8395742,546,4,0,542,7108.449421,0.732600733
US,47.35364087,-115.8916749,840,26,0,814,6520.726595,3.095238095
US,43.75303583,-111.2056773,723,2,0,721,5954.537967,0.276625173
US,42.35440512,-114.6685381,7946,113,0,7833,9146.158982,1.422099169
US,,,1,0,0,1,,0
US,44.76728382,-115.5676773,482,3,0,479,4231.039326,0.622406639
US,44.45275475,-116.7847688,994,14,0,980,9750.833824,1.408450704
US,39.98815591,-91.18786813,6477,73,0,6404,9898.372431,1.127064999
US,37.18049267,-89.32910838,341,7,0,334,5919.111265,2.052785924
US,38.88829622,-89.43534887,1554,15,0,1539,9460.611226,0.965250965
US,42.32359279,-88.82345779,5070,61,0,5009,9468.84805,1.203155819
US,39.96209138,-90.75068024,451,5,0,446,6856.187291,1.10864745
US,41.40385234,-89.5283051,2813,66,0,2747,8621.429447,2.346249556
US,39.16840183,-90.66330078,381,1,0,380,8039.670817,0.262467192
US,42.06823429,-89.93395545,1333,31,0,1302,9318.420133,2.325581395
US,39.96991073,-90.24734436,1586,19,0,1567,13056.72182,1.197982346
US,40.13919438,-88.20046615,13832,84,0,13748,6596.435674,0.607287449
US,39.54581621,-89.27780482,2600,49,0,2551,8048.538881,1.884615385
US,39.33425789,-87.78705622,1212,24,0,1188,7849.232563,1.98019802
