Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
US,47.64270764,-91.44557998,547,15,0,532,5140.494314,2.742230347
US,48.77217001,-94.90274472,152,1,0,151,4064.171123,0.657894737
US,44.37136597,-93.72844721,1950,15,0,1935,6750.441375,0.769230769
US,44.41311883,-96.26688165,454,1,0,453,8051.072885,0.220264317
US,44.41327865,-95.83806103,2847,29,0,2818,11176.10112,1.018616087
US,47.32557075,-95.80921485,396,7,0,389,7164.827212,1.767676768
US,48.35825983,-96.37017407,675,12,0,663,7230.077121,1.777777778
US,43.67429718,-94.55099908,1570,25,0,1545,7976.426358,1.592356688
US,44.82367677,-94.27287017,3073,39,0,3034,8561.557964,1.269118126
US,45.12328869,-94.52839455,1879,32,0,1847,8091.46499,1.703033528
US,45.93705297,-93.63236823,2028,43,0,1985,7717.776002,2.120315582
US,46.01265363,-94.27341528,2914,43,0,2871,8728.209429,1.475634866
US,43.67142874,-92.75234549,3321,25,0,3296,8289.651041,0.752785306
US,44.02216709,-95.76328482,755,5,0,750,9214.059068,0.662251656
US,44.35291112,-94.24710352,2073,32,0,2041,6048.316508,1.543656536
US,43.67434621,-95.75329576,3530,46,0,3484,16320.68057,1.303116147
US,47.32628443,-96.45620947,410,8,0,402,6431.372549,1.951219512
US,44.00374114,-92.40209944,9309,61,0,9248,5880.866494,0.655279837
US,46.40846929,-95.70835255,4216,50,0,4166,7176.658836,1.185958254
US,48.06642577,-96.0370814,905,14,0,891,6409.802394,1.546961326
US,46.12105238,-92.74070188,2472,12,0,2460,8357.280503,0.485436893
US,44.02301619,-96.25841142,875,21,0,854,9587.990357,2.4
US,47.77372465,-96.40134647,3198,49,0,3149,10196.40352,1.53220763
US,45.58606667,-95.44451209,690,4,0,686,6133.878567,0.579710145
US,45.01625271,-93.09872295,37111,688,0,36423,6743.518783,1.853897766
US,47.87197525,-96.09561104,309,4,0,305,7620.221948,1.294498382
US,44.40555844,-95.25207021,1308,26,0,1282,8622.280817,1.987767584
US,44.72836381,-94.94553734,1291,39,0,1252,8874.072037,3.02091402
US,44.3543376,-93.29658715,5516,55,0,5461,8236.277847,0.997099347
US,43.67482683,-96.25296832,1025,10,0,1015,11003.75738,0.975609756
US,48.77501878,-95.81079919,1599,14,0,1585,10544.01583,0.875547217
US,44.6490231,-93.53340251,11016,81,0,10935,7392.643595,0.735294118
US,45.44447208,-93.77617511,7654,57,0,7597,7871.408297,0.744708649
US,44.5796592,-94.23164924,1021,5,0,1016,6868.483014,0.489715965
US,47.6048407,-92.46879855,12538,205,0,12333,6298.287035,1.63502951
US,45.55192576,-94.61078221,16946,172,0,16774,10520.56495,1.014988788
US,44.02240351,-93.22627088,2512,9,0,2503,6854.211575,0.358280255
US,45.58613007,-96.00163705,671,6,0,665,6843.447221,0.894187779
US,45.2829032,-95.68264092,790,16,0,774,8525.793223,2.025316456
US,46.06996226,-94.89785296,2226,27,0,2199,9025.300032,1.212938005
US,45.77298854,-96.47062949,216,2,0,214,6627.799939,0.925925926
US,,,444,59,0,385,,13.28828829
US,44.28424356,-92.23121312,1500,2,0,1498,6935.774726,0.133333333
US,46.58589171,-94.96968506,1123,12,0,1111,8207.864347,1.06856634
US,44.02211116,-93.58720034,1755,13,0,1742,9429.400387,0.740740741
US,45.03864533,-92.88429635,18467,190,0,18277,7036.655998,1.028862295
US,43.97823903,-94.61413846,1024,7,0,1017,9397.081766,0.68359375
US,46.35721532,-96.4684375,588,7,0,581,9473.175447,1.19047619
US,43.98772283,-91.78081305,3565,43,0,3522,7061.643293,1.206171108
US,45.17297924,-93.96234781,10834,88,0,10746,7829.3358,0.812257707
US,44.71710183,-95.86842453,880,14,0,866,9063.755279,1.590909091
US,31.47669768,-91.35326037,1807,58,0,1749,5887.335875,3.2097399
US,34.88084463,-88.57996173,2235,40,0,2195,6048.223419,1.789709172
US,31.17467303,-90.80501621,869,23,0,846,7066.764251,2.646720368
US,33.08658803,-89.57838564,1751,51,0,1700,9634.642896,2.912621359
US,34.81681228,-89.18945516,683,21,0,662,8269.766316,3.074670571
US,33.79696941,-90.87372121,3450,95,0,3355,11264.20269,2.753623188
US,33.93683395,-89.33686647,1184,17,0,1167,8244.551215,1.435810811
US,33.44834567,-89.91994479,936,18,0,918,9409.872323,1.923076923
US,33.91983202,-88.9481545,1607,37,0,1570,9396.012395,2.302426882
US,33.34598242,-89.24809382,526,10,0,516,6406.82095,1.901140684
US,31.97061673,-90.90702196,723,20,0,703,8044.058745,2.766251729
US,32.04158545,-88.6889622,1206,58,0,1148,7760.118396,4.809286899
US,33.65358105,-88.77784255,1349,30,0,1319,6983.847587,2.223869533
US,34.22772299,-90.60415045,1971,52,0,1919,8908.877237,2.638254693
US,31.86977774,-90.44565118,2195,45,0,2150,7821.129521,2.050113895
US,31.63225413,-89.55389939,1858,67,0,1791,9969.950633,3.606027987
US,34.87625235,-89.99091418,14885,139,0,14746,8048.338695,0.933825999
US,31.18961454,-89.25832496,5292,102,0,5190,7065.703566,1.927437642
US,31.47786634,-90.89672989,596,9,0,587,7727.213795,1.510067114
US,30.86259065,-88.64436789,1740,35,0,1705,7102.040816,2.011494253
US,31.21444233,-88.63922281,996,25,0,971,7331.076108,2.510040161
US,33.77036166,-89.80245083,1978,62,0,1916,9528.856345,3.134479272
US,30.41830223,-89.48851033,2074,55,0,2019,4354.215653,2.651880424
US,30.51359752,-89.12467576,10843,157,0,10686,5210.976547,1.447938762
US,32.2656285,-90.44435448,14118,272,0,13846,6089.544513,1.926618501
US,33.12345854,-90.08923538,1596,65,0,1531,9382.716049,4.072681704
US,33.12825718,-90.52252707,739,22,0,717,9164.186508,2.97699594
US,32.72531359,-90.97392828,152,4,0,148,11454.40844,2.631578947
US,34.27993475,-88.3606733,2322,51,0,2271,9927.319367,2.196382429
US,30.54020656,-88.64184064,8820,159,0,8661,6141.334243,1.802721088
US,32.01922104,-89.11786866,1467,25,0,1442,8954.403955,1.704158146
US,31.73397872,-91.03764977,467,14,0,453,6680.972818,2.997858672
US,31.56884708,-89.8267099,766,24,0,742,6883.537024,3.133159269
US,31.62257767,-89.168969,5288,97,0,5191,7765.27945,1.834341906
US,32.75462946,-88.64105766,666,19,0,647,6836.378567,2.852852853
US,34.35687874,-89.48490961,4289,84,0,4205,7939.79896,1.958498484
US,31.20572971,-89.5077704,4162,60,0,4102,6570.57607,1.441614608
US,32.40419769,-88.66229662,4992,171,0,4821,6734.569983,3.425480769
US,31.55147224,-90.10841127,919,16,0,903,7301.763865,1.741022851
US,32.7536828,-89.52402044,2069,57,0,2012,9080.136926,2.754954084
US,34.2918775,-88.68149954,7758,118,0,7640,9080.481296,1.52101057
US,33.55545125,-90.29900733,2664,101,0,2563,9452.50683,3.791291291
US,31.53288662,-90.45391915,2592,79,0,2513,7589.377214,3.047839506
US,33.47386518,-88.4419153,4458,92,0,4366,7608.157693,2.063705698
US,32.63389156,-90.03513564,7294,136,0,7158,6863.520024,1.864546202
US,31.23132643,-89.8209217,1775,63,0,1712,7223.375249,3.549295775
US,34.76216286,-89.50299462,2929,63,0,2866,8298.860996,2.150904746
US,33.89236763,-88.4808438,3061,89,0,2972,8683.19528,2.907546553
US,33.49419589,-89.61729103,994,31,0,963,10168.79795,3.118712274
US,32.75339664,-89.11726492,3032,142,0,2890,10412.80308,4.683377309
US,32.40021118,-89.11843336,1631,34,0,1597,7760.015225,2.084610668
US,33.11009499,-88.56949061,959,20,0,939,9206.105405,2.085505735
US,33.42491685,-88.87905132,3453,76,0,3377,6963.518664,2.200984651
US,34.36398677,-89.95064249,3236,71,0,3165,9464.202153,2.194066749
US,30.77090935,-89.58677275,2633,81,0,2552,4741.154227,3.076338777
US,31.17161885,-88.99281835,890,30,0,860,7433.391798,3.370786517
US,31.17507789,-90.40392572,2252,71,0,2181,5732.030136,3.152753108
US,34.226046,-89.03636807,3196,42,0,3154,9933.486666,1.314142678
US,34.61810501,-88.51986294,2129,42,0,2087,8473.294595,1.972757163
US,34.25157572,-90.28908,606,7,0,599,8922.261484,1.155115512
US,32.26469147,-89.94537876,8957,168,0,8789,5768.62389,1.875628
US,32.4067041,-89.53789439,2146,40,0,2106,7630.493529,1.863932898
US,32.88149103,-90.8159538,390,17,0,373,9025.688498,4.358974359
US,31.91282117,-89.91716179,2064,64,0,2000,7742.516318,3.100775194
US,32.01744532,-89.50644846,1036,20,0,1016,6509.173159,1.930501931
US,30.79187949,-89.11547539,1202,18,0,1184,6555.410122,1.49750416
US,33.60192578,-90.58882684,2435,61,0,2374,9697.33174,2.50513347
US,33.95339918,-90.1729398,1240,33,0,1207,8979.650952,2.661290323
US,34.65133709,-89.94485778,2414,56,0,2358,8523.710321,2.31980116
US,34.76872156,-88.90988194,2026,40,0,1986,9202.816262,1.974333662
US,34.74023475,-88.23917219,1596,53,0,1543,8234.019502,3.320802005
US,34.64967704,-90.37481167,759,19,0,740,7879.983389,2.503293808
US,,,0,0,0,0,,
US,34.49162015,-89.00776006,2865,42,0,2823,9942.738157,1.465968586
US,31.14971548,-90.10446654,1012,34,0,978,7083.858323,3.359683794
US,32.35810271,-90.83352619,2773,79,0,2694,6110.486768,2.848900108
US,33.28392041,-90.94196237,4322,116,0,4206,9843.084561,2.683942619
US,31.64135687,-88.69573913,1698,27,0,1671,8413.020859,1.590106007
US,33.61300486,-89.28392912,789,18,0,771,8143.255238,2.281368821
US,31.16078225,-91.31018819,533,23,0,510,6176.12978,4.315196998
US,33.08747908,-89.03391385,1854,51,0,1803,10325.81454,2.750809061
US,34.02824175,-89.7076205,1014,33,0,981,8374.628345,3.25443787
US,32.77890365,-90.39656148,2133,50,0,2083,7184.237117,2.344116268
US,40.19058551,-92.60078167,1629,4,0,1625,6427.810441,0.245549417
US,39.98492163,-94.80163024,1109,14,0,1095,6261.29178,1.262398557
US,40.43238737,-95.42970639,260,5,0,255,5055.415127,1.923076923
US,39.215877,-91.84242683,1824,32,0,1792,7184.496613,1.754385965
US,36.70978521,-93.82919888,1819,36,0,1783,5082.567269,1.979109401
US,37.50207671,-94.34757022,776,8,0,768,6602.007827,1.030927835
US,38.25271289,-94.34113157,845,12,0,833,5225.080386,1.420118343
US,38.29503305,-93.28756116,1203,16,0,1187,6187.316772,1.330008313
US,37.32449052,-90.02725304,961,12,0,949,7920.547268,1.248699272
US,38.99186229,-92.30723575,13498,44,0,13454,7479.649568,0.325974218
US,39.65816401,-94.80138942,6068,96,0,5972,6945.652672,1.582069875
US,36.71462476,-90.40421163,2850,15,0,2835,6709.355431,0.526315789
US,39.65620858,-93.98308093,553,5,0,548,6130.820399,0.904159132
US,38.83674754,-91.92186505,3817,20,0,3797,8530.943388,0.523971706
US,38.02199522,-92.76083747,3183,63,0,3120,6873.98769,1.979264844
US,37.38489388,-89.6843587,6503,99,0,6404,8245.109102,1.522374289
US,39.42762566,-93.50626255,661,18,0,643,7616.084802,2.723146747
US,36.94160441,-90.96051322,379,6,0,373,6335.673688,1.583113456
US,38.64789422,-94.353399,5631,55,0,5576,5323.312535,0.976735926
US,37.72391475,-93.85445441,529,8,0,521,3686.66806,1.512287335
US,39.51499357,-92.9629191,337,3,0,334,4538.109346,0.890207715
US,36.9711783,-93.18537118,5580,49,0,5531,6298.323833,0.878136201
US,40.41040752,-91.73661677,376,5,0,371,5531.852288,1.329787234
US,39.31132056,-94.41850862,6339,98,0,6241,2536.127515,1.545985171
US,39.6013098,-94.40465394,1272,56,0,1216,6239.270123,4.402515723
US,38.50455671,-92.27860244,7668,86,0,7582,9991.530393,1.121544079
US,38.844478,-92.80896081,1502,20,0,1482,8481.563047,1.331557923
US,37.97663738,-91.30528104,1731,19,0,1712,7236.622074,1.097631427
US,37.431814,-93.8503345,362,9,0,353,4787.726491,2.486187845
US,37.6811355,-93.02127031,707,18,0,689,4188.884939,2.545968883
US,39.96145298,-93.98519678,470,9,0,461,5677.699928,1.914893617
US,39.89201062,-94.40476508,784,19,0,765,6248.505619,2.423469388
US,37.60663134,-91.50790473,710,8,0,702,4559.172928,1.126760563
US,36.9325593,-92.49905109,631,19,0,612,4785.741373,3.011093502
US,36.27167174,-90.09122243,2096,15,0,2081,7195.084274,0.715648855
US,38.41127108,-91.07522826,6656,113,0,6543,6402.031414,1.697716346
US,38.43947277,-91.50847147,689,29,0,660,4685.162519,4.208998549
US,40.21097916,-94.40944419,614,16,0,598,9344.087658,2.605863192
US,37.2575872,-93.34230916,19064,278,0,18786,6504.575449,1.458245909
US,40.11406587,-93.56509276,689,23,0,666,6994.923858,3.338171263
US,40.35570088,-93.99222144,637,10,0,627,7626.915709,1.569858713
US,38.38482826,-93.79293734,1453,22,0,1431,6657.807918,1.514108741
US,37.94163617,-93.3203037,435,9,0,426,4557.837385,2.068965517
US,40.09799248,-95.2163888,328,9,0,319,7449.466273,2.743902439
US,39.1435761,-92.69756691,623,3,0,620,6229.377062,0.481540931
US,36.77383887,-91.88683935,2343,37,0,2306,5840.416781,1.579172002
US,37.55487945,-90.7735296,411,1,0,410,4059.259259,0.243309002
US,39.01002188,-94.34724536,23679,245,0,23434,3368.226102,1.034672072
US,37.20351921,-94.34050458,10125,160,0,9965,8345.147039,1.580246914
US,38.25926778,-90.53870896,15317,134,0,15183,6805.105717,0.874844944
US,38.74719601,-93.80691168,3250,31,0,3219,6011.616292,0.953846154
US,39.0997,-94.5786,30472,354,0,30118,6232.219298,1.161722237
US,40.12699751,-92.14780832,151,2,0,149,3814.094468,1.324503311
US,37.65896829,-92.5888493,2515,46,0,2469,7040.282171,1.829025845
US,39.06986886,-93.78076396,2092,40,0,2052,6395.988749,1.912045889
US,37.10626634,-93.83293097,2346,52,0,2294,6116.542824,2.216538789
US,40.09673161,-91.72070156,549,3,0,546,5615.793781,0.546448087
US,39.05345619,-90.95588181,3561,19,0,3542,6034.263637,0.533557989
US,39.87001769,-93.10704106,409,9,0,400,3431.208054,2.200488998
US,39.78110272,-93.54645978,1050,24,0,1026,6895.645892,2.285714286
US,39.83049768,-92.56453089,932,10,0,922,6165.244427,1.072961373
US,37.47865134,-90.3467143,1215,10,0,1205,10051.29054,0.823045267
US,38.16193985,-91.92249662,469,6,0,463,5392.664137,1.279317697
US,39.80601912,-91.62203062,2360,24,0,2336,8271.994392,1.016949153
US,36.62869595,-94.34867205,1683,18,0,1665,7369.619477,1.069518717
US,40.42212303,-93.5682959,133,1,0,132,3677.080453,0.751879699
US,38.21450288,-92.42610898,2044,41,0,2003,7978.453492,2.005870841
US,36.82516239,-89.29505753,1139,16,0,1123,8641.881639,1.404741001
US,38.63571781,-92.57976951,1510,17,0,1493,9360.277709,1.125827815
US,39.49593978,-92.00043978,522,5,0,517,6038.870893,0.957854406
US,38.94022054,-91.47000721,504,9,0,495,4363.258592,1.785714286
US,38.4181765,-92.88791859,1458,24,0,1434,7068.405488,1.646090535
US,36.59666326,-89.66070007,1624,31,0,1593,9510.423987,1.908866995
US,36.90519407,-94.3394104,3505,46,0,3459,6018.613916,1.312410842
US,40.36079813,-94.88133008,2286,18,0,2268,10347.63715,0.787401575
US,36.68710164,-91.4033755,542,3,0,539,5147.68734,0.553505535
US,38.46036182,-91.8613635,1206,8,0,1198,8857.877341,0.663349917
US,36.64916339,-92.44459066,382,4,0,378,4163.941574,1.047120419
US,36.2130572,-89.78742322,1285,21,0,1264,8130.3385,1.634241245
US,37.70660776,-89.82741088,1862,19,0,1843,9730.351171,1.020408163
US,38.72798918,-93.28471706,4100,61,0,4039,9683.743121,1.487804878
US,37.87736118,-91.79351727,2525,86,0,2439,5664.86438,3.405940594
US,39.34310674,-91.16980779,1285,14,0,1271,7021.090591,1.089494163
US,39.38154439,-94.77068479,2467,23,0,2444,2362.619472,0.932306445
US,37.6162296,-93.39828174,1842,21,0,1821,5729.571682,1.140065147
US,37.82462075,-92.20783203,2571,27,0,2544,4887.182314,1.050175029
US,40.47942497,-93.02042674,200,1,0,199,4258.943782,0.5
US,39.52817427,-91.51838643,667,7,0,660,6470.074692,1.049475262
US,39.44007257,-92.4971374,1611,17,0,1594,6509.616939,1.055245189
US,39.3537468,-93.98905745,1140,8,0,1132,4952.645755,0.701754386
US,37.36085952,-90.97009925,225,2,0,223,3588.516746,0.888888889
US,36.65460667,-90.85990261,678,8,0,670,5102.347983,1.179941003
US,39.13734288,-93.20259964,2033,23,0,2010,8931.944994,1.131333005
US,40.46921489,-92.52311943,203,1,0,202,4356.223176,0.492610837
US,40.45214695,-92.14709064,230,3,0,227,4691.962464,1.304347826
US,37.05588075,-89.56474493,3345,60,0,3285,8738.244514,1.793721973
US,37.15772072,-91.40190382,,9,0,401,5020.818026,2.195121951
US,39.79742518,-92.07634971,299,4,0,295,5042.158516,1.337792642
US,38.77875681,-90.66662425,27407,290,0,,6817.288606,1.058123837
US,38.03699437,-93.77631447,465,5,0,460,4948.387783,1.075268817
US,37.81214171,-90.47598685,6616,69,0,6547,9843.040988,1.042926239
US,38.6377004,-90.4458375,69480,1391,0,68089,6988.498348,2.002014968
US,38.63555736,-90.24349225,17610,336,0,17274,5858.751198,1.908006814
US,37.89090059,-90.1949941,1430,5,0,1425,7991.505533,0.34965035
US,36.85571651,-89.9444155,2027,34,0,1993,6983.634798,1.677355698
US,36.75000327,-93.45256475,1645,24,0,1621,5148.347521,1.458966565
US,40.2099105,-93.11150106,661,10,0,651,10855.64132,1.512859304
US,36.65465345,-93.04075153,3827,52,0,3775,6842.726362,1.358766658
US,37.31728859,-91.96564727,1363,18,0,1345,5366.564296,1.320616288
US,,,36960,0,0,36960,,0
US,37.8457799,-94.34127305,1100,19,0,1081,5349.413996,1.727272727
US,38.76529479,-91.16124662,1667,9,0,1658,4676.147999,0.539892022
US,37.96130078,-90.87948158,1798,39,0,1759,7270.521634,2.169076752
US,37.11303869,-90.46001416,670,6,0,664,5204.691991,0.895522388
US,37.2813734,-92.876329,2462,39,0,2423,6218.427965,1.584077985
US,40.47945588,-94.42328751,122,1,0,121,6060.606061,0.819672131
US,37.27029221,-92.46914488,1096,24,0,1072,5992.673192,2.189781022
US,45.13434354,-112.8984694,769,8,0,761,8134.983603,1.040312094
US,45.42335905,-107.492347,2050,58,0,1992,15391.54591,2.829268293
US,48.43175214,-108.9582723,603,22,0,581,9025.594971,3.648424544
US,46.33277565,-111.4955813,294,1,0,293,4713.804714,0.340136054
US,45.22850116,-109.0274047,682,8,0,674,6358.974359,1.173020528
US,45.5197966,-104.5395536,135,4,0,131,10782.7476,2.962962963
US,47.30797024,-111.3467922,6634,104,0,6530,8153.282698,1.56768164
US,47.88084126,-110.4353362,371,4,0,367,6583.850932,1.078167116
US,46.25319932,-105.5737526,987,9,0,978,8656.376074,0.911854103
US,48.78420029,-105.5476343,138,5,0,133,8165.680473,3.623188406
US,47.26584855,-104.8944417,926,23,0,903,10751.19006,2.483801296
US,46.05953325,-113.073353,847,9,0,838,9266.958425,1.06257379
US,46.33478338,-104.4183565,268,2,0,266,9416.725228,0.746268657
US,47.26331584,-109.2245206,860,13,0,847,7782.80543,1.511627907
US,48.29575866,-114.0520569,8854,56,0,8798,8529.372098,0.632482494
US,45.54486106,-111.1692571,9313,37,0,9276,8138.315536,0.397294105
US,47.27545948,-107.0002351,72,2,0,70,5723.370429,2.777777778
US,48.70513576,-112.9934235,1324,23,0,1301,9626.990475,1.737160121
US,46.3816474,-109.1768522,43,0,0,43,5237.515225,0
US,46.4060522,-113.4414186,162,2,0,160,4794.317846,1.234567901
US,48.62879827,-110.1129252,1639,34,0,1605,9942.975006,2.074435631
US,46.14907081,-112.094396,777,4,0,773,6357.908518,0.514800515
US,47.04581276,-110.2660688,77,0,0,77,3836.571998,0
US,47.64514965,-114.0898013,1471,16,0,1455,4829.601418,1.087695445
US,47.12610041,-112.394698,4859,38,0,4821,6998.21408,0.782053921
US,48.56084317,-111.024307,101,1,0,100,4321.78006,0.99009901
US,48.54265777,-115.4046155,1089,9,0,1080,5450.45045,0.826446281
US,45.30080065,-111.9173017,509,3,0,506,5918.604651,0.589390963
US,47.64469406,-105.7944994,143,0,0,143,8593.75,0
US,46.59907074,-110.8898557,111,7,0,104,5961.331901,6.306306306
US,47.15283992,-115.0015239,177,0,0,177,4025.471913,0
US,47.03728583,-113.9213508,6385,54,0,6331,5338.628763,0.845732185
US,46.49684637,-108.39498,264,7,0,257,5698.251673,2.651515152
US,45.48965095,-110.5264394,876,6,0,870,5275.201734,0.684931507
US,47.1182463,-108.2508876,10,1,0,9,2053.38809,10
US,48.25936577,-107.9128511,426,12,0,414,10773.89985,2.816901408
US,48.22773388,-112.2252703,387,3,0,384,6547.115547,0.775193798
US,45.39617714,-105.636738,102,5,0,97,6064.209275,4.901960784
US,46.85538891,-112.9359164,788,5,0,783,11436.86502,0.634517766
US,46.86048047,-105.379384,124,2,0,122,11513.46332,1.612903226
US,46.08520862,-114.1189164,2156,26,0,2130,4921.700224,1.20593692
US,47.78668011,-104.5610786,875,11,0,864,8099.601962,1.257142857
US,48.29607488,-105.0079268,1390,51,0,1339,12631.77027,3.669064748
US,46.23397237,-106.729288,1027,28,0,999,11491.55197,2.726387537
US,47.67657534,-115.1329916,440,3,0,437,3632.460992,0.681818182
US,48.72085833,-104.503829,357,5,0,352,10788.75793,1.400560224
US,45.90018933,-112.6620092,3033,34,0,2999,8686.810826,1.121002308
US,45.67071407,-109.3950061,543,8,0,535,5631.611699,1.473296501
US,45.81367654,-109.9425686,314,6,0,308,8402.461868,1.910828025
US,47.83741052,-112.2410688,312,5,0,307,5075.646657,1.602564103
US,48.65577551,-111.6942414,673,8,0,665,14210.30405,1.188707281
US,46.2097322,-107.2666516,43,1,0,42,6178.16092,2.325581395
US,,,0,0,0,0,,
US,48.36435097,-106.6669635,644,7,0,637,8707.40941,1.086956522
US,46.46652491,-109.8464636,141,6,0,135,6632.173095,4.255319149
US,46.95925154,-104.2510927,113,4,0,109,11661.50671,3.539823009
US,45.93955949,-108.2691486,13847,161,0,13686,8584.624923,1.162706723
US,40.5244942,-98.50117804,2297,36,0,2261,7323.916717,1.567261646
US,42.17695516,-98.0666283,427,4,0,423,6779.930137,0.93676815
US,41.56896142,-101.6959559,18,0,0,18,3887.688985,0
US,41.54634427,-103.7114332,26,0,0,26,3489.932886,0
US,41.91311716,-99.97677845,16,0,0,16,3440.860215,0
US,41.70759415,-98.06737183,421,4,0,417,8108.628659,0.950118765
US,42.22079243,-103.0878834,784,8,0,776,7270.703886,1.020408163
US,42.8997274,-98.76486568,162,3,0,159,8441.896821,1.851851852
US,42.43018907,-99.92904055,209,2,0,207,7072.758037,0.956937799
US,40.85486962,-99.07500296,4329,48,0,4281,8717.45303,1.108801109
US,41.85056773,-96.32605633,521,9,0,512,8066.264128,1.727447217
US,41.22703692,-97.13106306,717,9,0,708,8944.610778,1.255230126
US,40.90899107,-96.13971217,1762,13,0,1749,6712.892411,0.737797957
US,42.5988851,-97.25311951,549,10,0,539,6534.158534,1.821493625
US,40.5237198,-101.6978026,369,3,0,366,9403.669725,0.81300813
US,42.54502621,-101.1244332,251,4,0,247,4412.023203,1.593625498
US,41.21999357,-102.9941693,758,12,0,746,8507.295174,1.583113456
US,40.52439441,-98.05126296,552,8,0,544,8898.919877,1.449275362
US,41.57486951,-97.0868542,1447,18,0,1429,13511.99925,1.243953006
US,41.91637624,-96.78730772,824,9,0,815,9314.944608,1.09223301
US,41.39374521,-99.72805369,639,14,0,625,5929.293867,2.190923318
US,42.39040144,-96.56656425,3505,55,0,3450,17502.24708,1.569186876
US,42.71985036,-103.1313774,547,18,0,529,6368.611014,3.290676417
US,40.87028216,-99.8201461,2476,24,0,2452,10493.74868,0.969305331
US,41.11168186,-102.3333331,70,0,0,70,3901.895206,0
US,42.49188363,-96.86782408,490,6,0,484,8694.109297,1.224489796
US,41.58071748,-96.65598179,3798,42,0,3756,10386.98209,1.105845182
US,41.29518299,-96.15085305,53581,515,0,53066,9378.342,0.961161606
US,40.17638677,-101.6876522,102,4,0,98,6024.808033,3.921568627
US,40.52458567,-97.59646937,409,7,0,402,7488.099597,1.711491443
US,40.17636348,-98.95299073,210,2,0,208,7049.345418,0.952380952
US,40.52993007,-100.3924658,153,1,0,152,5824.133993,0.653594771
US,40.17642064,-99.91247454,363,4,0,359,7763.045338,1.101928375
US,40.26186809,-96.68946704,1839,13,0,1826,8548.319621,0.706905927
US,41.61703149,-102.3313973,92,1,0,91,5008.165487,1.086956522
US,41.91428955,-98.99111827,127,3,0,124,6449.974606,2.362204724
US,40.51481965,-99.83020279,159,3,0,156,7989.949749,1.886792453
US,41.91528587,-101.740701,23,3,0,20,3691.813804,13.04347826
US,41.56742671,-98.52150266,178,2,0,176,7555.178268,1.123595506
US,40.87257079,-98.50218293,5829,96,0,5733,9500.757909,1.646937725
US,40.87349452,-98.02099117,711,15,0,696,7625.482625,2.109704641
US,40.17658508,-99.40438879,179,0,0,179,5295.857988,0
US,40.52451972,-101.0603568,55,0,0,55,5965.292842,0
US,40.17609175,-101.0416477,176,2,0,174,6372.194062,1.136363636
US,42.45522056,-98.78402558,675,13,0,662,6705.075991,1.925925926
US,41.91586243,-101.1354293,47,2,0,45,6891.495601,4.255319149
US,41.2200529,-98.5166499,470,13,0,457,7292.474787,2.765957447
US,40.17584531,-97.142601,555,1,0,554,7876.809537,0.18018018
US,40.39257596,-96.26522753,543,5,0,538,10707.94715,0.920810313
US,40.50663314,-98.94877182,583,4,0,579,8976.135489,0.686106346
US,41.19930341,-101.6620164,589,2,0,587,7331.341797,0.339558574
US,42.87990694,-99.71343729,38,0,0,38,4714.640199,0
US,41.19774275,-103.7148131,341,5,0,336,9388.76652,1.46627566
US,42.63758421,-97.89178836,677,5,0,672,8125.300048,0.738552437
US,40.78416049,-96.68777155,22626,123,0,22503,7090.789432,0.543622381
US,41.04658298,-100.7475374,3026,34,0,2992,8667.010368,1.123595506
US,41.56650314,-100.4817851,69,0,0,69,9224.59893,0
US,41.91371961,-99.45440415,36,0,0,36,5421.686747,0
US,41.91676024,-97.6005481,3778,39,0,3739,10763.83943,1.032292218
US,41.56797682,-101.0599362,21,0,0,21,4251.012146,0
US,41.16624273,-98.0374887,582,11,0,571,7504.83559,1.890034364
US,41.71711774,-103.0061405,408,12,0,396,8789.31495,2.941176471
US,41.39750195,-97.99327291,349,9,0,340,9917.590224,2.578796562
US,40.38514847,-95.85433992,481,10,0,471,6899.02467,2.079002079
US,40.17637905,-98.04743961,299,1,0,298,7208.293153,0.334448161
US,40.64843556,-96.13374142,1014,2,0,1012,6332.750437,0.197238659
US,40.13141096,-96.23705437,160,1,0,159,6123.230004,0.625
US,40.85082525,-101.6502942,230,11,0,219,7955.724663,4.782608696
US,40.51156033,-99.41461667,746,8,0,738,8257.693159,1.072386059
US,42.26434853,-97.60122773,538,19,0,519,7526.580862,3.531598513
US,41.57246836,-97.52144359,3517,41,0,3476,10507.91754,1.165766278
US,41.18813488,-97.56630712,348,9,0,339,6675.618646,2.586206897
US,40.1755688,-100.476998,953,5,0,948,8886.609474,0.524658972
US,40.1247415,-95.71755036,519,15,0,504,6598.85569,2.89017341
US,42.42252217,-99.44832069,99,2,0,97,7295.50479,2.02020202
US,40.52418865,-97.14085859,1743,3,0,1740,12253.93701,0.17211704
US,41.11314181,-96.11156432,15923,78,0,15845,8506.057822,0.489857439
US,41.2278103,-96.63773905,1795,10,0,1785,8318.657892,0.557103064
US,41.85070896,-103.7080986,3041,50,0,2991,8537.817957,1.644195988
US,40.87241834,-97.139673,1156,19,0,1137,6688.266605,1.643598616
US,42.50284406,-102.4126613,385,11,0,374,7338.924895,2.857142857
US,41.22045983,-98.97588642,151,4,0,147,5031.656115,2.649006623
US,42.48932059,-103.7576544,27,0,0,27,2315.608919,0
US,41.9169835,-97.19394708,317,8,0,309,5354.72973,2.523659306
